wd,ws,freq_val
70,11,0.000374788
70,12,0.000385652
70,13,0.000353061
70,14,0.000195542
70,15,0.000195542
70,16,0.000141225
70,17,0.000135793
70,18,5.97E-05
70,19,8.15E-05
70,20,4.89E-05
70,21,7.60E-05
70,22,4.35E-05
70,23,5.97E-05
70,24,3.80E-05
70,25,1.63E-05
70,26,1.09E-05
70,27,1.63E-05
70,28,5.43E-06
70,29,1.09E-05
70,30,0
70,31,0
70,32,0
70,33,0
70,34,0
70,35,0
70,36,0
70,37,0
70,38,0
75,0,0.000108634
75,1,0.000298744
75,2,0.000418242
75,3,0.000597488
75,4,0.000727849
75,5,0.000771303
75,6,0.000722418
75,7,0.000646374
75,8,0.00060292
75,9,0.000554035
75,10,0.000423674
75,11,0.000282449
75,12,0.000309608
75,13,0.000298744
75,14,0.000238995
75,15,9.78E-05
75,16,0.000130361
75,17,5.97E-05
75,18,8.15E-05
75,19,2.72E-05
75,20,8.69E-05
75,21,5.43E-05
75,22,4.35E-05
75,23,5.43E-05
75,24,4.35E-05
75,25,5.43E-06
75,26,5.43E-06
75,27,1.09E-05
75,28,2.72E-05
75,29,2.17E-05
75,30,2.17E-05
75,31,1.09E-05
75,32,0
75,33,0
75,34,0
75,35,0
75,36,0
75,37,0
75,38,0
80,0,7.60E-05
80,1,0.000233564
80,2,0.000516013
80,3,0.000581193
80,4,0.000597488
80,5,0.000727849
80,6,0.000668101
80,7,0.00060292
80,8,0.000548603
80,9,0.000516013
80,10,0.000353061
80,11,0.00038022
80,12,0.0002227
80,13,0.000233564
80,14,0.000162951
80,15,0.000152088
80,16,0.000146656
80,17,7.60E-05
80,18,0.000108634
80,19,0.000119498
80,20,8.69E-05
80,21,6.52E-05
80,22,4.89E-05
80,23,3.80E-05
80,24,4.89E-05
80,25,5.43E-06
80,26,2.17E-05
80,27,5.43E-06
80,28,1.09E-05
80,29,5.43E-06
80,30,5.43E-06
80,31,5.43E-06
80,32,0
80,33,0
80,34,0
80,35,0
80,36,0
80,37,0
80,38,0
85,0,7.60E-05
85,1,0.000309608
